Model,Year,Region,Color,Fuel Type,Base Price (USD),Horsepower,Sales Volume,Turbo
AMG GT,2025,Global,Red,Petrol,256549,699,1,Yes
GLE,2022,Global,Grey,Petrol,128437,596,1,Yes
C-Class,2022,Global,Silver,Petrol,55757,259,1,Yes
E-Class,2021,Global,Black,Petrol,54562,413,1,Yes
GLC,2023,Global,Red,Hybrid,77798,266,1,Yes
C-Class,2023,Global,White,Petrol,71314,256,1,No
GLS,2021,Global,Blue,Diesel,175729,583,1,Yes
S-Class,2020,Global,Red,Petrol,252121,597,1,Yes
C-Class,2024,Global,Grey,Petrol,89187,358,1,Yes
A-Class,2022,Global,Grey,Petrol,45028,269,1,Yes
GLC,2025,Global,Grey,Electric,153416,477,1,Yes
GLA,2022,Global,White,Petrol,89217,271,1,Yes
S-Class,2023,Global,Blue,Petrol,283068,488,1,Yes
GLA,2025,Global,White,Hybrid,60352,175,1,Yes
CLS,2020,Global,Grey,Diesel,76271,423,1,Yes
C-Class,2025,Global,White,Petrol,80836,286,1,No
C-Class,2023,Global,Black,Electric,84539,394,1,Yes
GLA,2024,Global,Black,Petrol,75637,385,1,Yes
GLC,2024,Global,Blue,Diesel,122384,283,1,Yes
A-Class,2025,Global,White,Electric,43908,171,1,Yes
CLA,2024,Global,Grey,Hybrid,46493,209,1,Yes
GLA,2025,Global,Black,Hybrid,73818,402,1,Yes
GLE,2023,Global,White,Petrol,123567,352,1,Yes
E-Class,2023,Global,Black,Petrol,91513,524,1,No
C-Class,2021,Global,Black,Petrol,43689,208,1,Yes
GLC,2023,Global,White,Electric,138358,293,1,Yes
CLA,2021,Global,Orange,Petrol,44664,412,1,Yes
GLC,2022,Global,White,Petrol,74811,442,1,Yes
GLA,2025,Global,White,Hybrid,78326,284,1,Yes
C-Class,2025,Global,Grey,Hybrid,80979,472,1,Yes
E-Class,2021,Global,Silver,Petrol,63325,591,1,Yes
C-Class,2022,Global,Black,Petrol,44329,425,1,No
S-Class,2022,Global,White,Diesel,160733,741,1,Yes
GLB,2020,Global,Brown,Petrol,57335,345,1,No
GLA,2022,Global,White,Petrol,50340,399,1,Yes
GLC,2021,Global,Green,Petrol,141162,275,1,No
C-Class,2024,Global,Black,Hybrid,47087,370,1,Yes
GLA,2024,Global,White,Petrol,84667,315,1,Yes
A-Class,2020,Global,Silver,Petrol,65293,281,1,Yes
A-Class,2024,Global,Black,Petrol,74671,412,1,Yes
S-Class,2023,Global,White,Petrol,244551,534,1,No
GLA,2020,Global,Black,Petrol,80171,318,1,Yes
A-Class,2025,Global,Black,Electric,64123,386,1,Yes
C-Class,2020,Global,Black,Diesel,66412,509,1,Yes
S-Class,2023,Global,Black,Diesel,274553,795,1,Yes
E-Class,2022,Global,Silver,Petrol,84067,245,1,Yes
E-Class,2021,Global,Silver,Hybrid,86310,444,1,Yes
E-Class,2025,Global,Grey,Electric,83152,336,1,No
A-Class,2020,Global,Black,Petrol,63777,291,1,Yes
GLC,2025,Global,Grey,Petrol,167363,404,1,Yes
GLE,2022,Global,White,Hybrid,98536,466,1,No
GLA,2023,Global,Blue,Petrol,62186,272,1,Yes
A-Class,2023,Global,Blue,Diesel,72578,238,1,Yes
CLA,2022,Global,Black,Hybrid,58043,360,1,Yes
C-Class,2022,Global,White,Diesel,45814,452,1,No
AMG S 63,2021,Global,Blue,Hybrid,207724,795,1,Yes
E-Class,2022,Global,Silver,Petrol,82377,454,1,Yes
GLA,2021,Global,White,Petrol,71837,209,1,Yes
A-Class,2023,Global,White,Hybrid,55349,158,1,Yes
E-Class,2020,Global,White,Petrol,48082,202,1,Yes
E-Class,2024,Global,Silver,Electric,77478,330,1,Yes
C-Class,2025,Global,Red,Electric,99173,296,1,Yes
GLC,2020,Global,Red,Petrol,141834,346,1,Yes
A-Class,2023,Global,White,Electric,50509,178,1,Yes
GLA,2021,Global,White,Petrol,91371,207,1,Yes
GLA,2020,Global,Blue,Petrol,84091,396,1,Yes
AMG S 63,2024,Global,Green,Hybrid,330345,810,1,Yes
C-Class,2024,Global,White,Petrol,96942,449,1,Yes
C-Class,2023,Global,White,Diesel,81543,299,1,Yes
GLE,2020,Global,Green,Petrol,109897,374,1,Yes
GLC,2024,Global,Grey,Electric,112966,207,1,Yes
GLC,2025,Global,Red,Diesel,116594,442,1,Yes
GLC,2020,Global,Silver,Petrol,130888,381,1,Yes
GLA,2025,Global,Black,Electric,57656,370,1,Yes
G-Class,2025,Global,Grey,Hybrid,213331,511,1,Yes
E-Class,2024,Global,Black,Hybrid,87981,396,1,Yes
GLC,2025,Global,White,Hybrid,153963,302,1,Yes
GLE,2023,Global,Black,Hybrid,88987,439,1,Yes
C-Class,2023,Global,White,Hybrid,65427,205,1,Yes
A-Class,2024,Global,Grey,Hybrid,93779,417,1,No
E-Class,2020,Global,Black,Diesel,59124,416,1,Yes
GLE,2022,Global,White,Electric,101393,335,1,Yes
GLE,2025,Global,Grey,Diesel,116643,500,1,Yes
C-Class,2021,Global,Silver,Petrol,75735,245,1,Yes
C-Class,2023,Global,Silver,Diesel,72906,312,1,Yes
S-Class,2021,Global,Black,Petrol,166162,679,1,Yes
C-Class,2025,Global,Grey,Petrol,103631,220,1,Yes
CLA,2020,Global,Silver,Petrol,85230,212,1,Yes
GLB,2024,Global,Grey,Hybrid,96306,272,1,Yes
CLA,2021,Global,Silver,Petrol,65628,275,1,Yes
C-Class,2020,Global,Silver,Diesel,78423,251,1,Yes
GLE,2021,Global,Red,Petrol,134562,305,1,No
GLB,2022,Global,Green,Petrol,46355,394,1,Yes
CLA,2023,Global,White,Diesel,97459,310,1,Yes
GLA,2023,Global,Grey,Petrol,67217,223,1,Yes
GLC,2023,Global,Grey,Diesel,126376,249,1,Yes
GLA,2024,Global,White,Hybrid,93328,258,1,No
GLE,2024,Global,Grey,Hybrid,124551,549,1,Yes
C-Class,2024,Global,Red,Petrol,42241,405,1,Yes
GLC,2021,Global,Silver,Petrol,116366,402,1,Yes
S-Class,2021,Global,Orange,Diesel,314716,619,1,Yes
GLA,2023,Global,Grey,Hybrid,93006,261,1,Yes
GLB,2023,Global,Grey,Hybrid,83995,397,1,Yes
AMG A 45,2024,Global,White,Hybrid,315800,413,1,Yes
GLA,2024,Global,Red,Petrol,92823,359,1,Yes
E-Class,2022,Global,Grey,Petrol,91475,518,1,No
E-Class,2020,Global,Black,Petrol,78056,409,1,Yes
GLC,2021,Global,Black,Petrol,154028,304,1,Yes
GLB,2023,Global,Yellow,Hybrid,51477,419,1,Yes
CLA,2023,Global,Silver,Petrol,70596,240,1,Yes
GLB,2021,Global,Grey,Petrol,40213,269,1,Yes
S-Class,2023,Global,Blue,Petrol,379290,401,1,Yes
CLA,2024,Global,White,Hybrid,42515,294,1,Yes
GLE,2025,Global,Red,Diesel,167965,476,1,Yes
GLA,2023,Global,White,Petrol,89868,160,1,Yes
AMG A 45,2023,Global,Grey,Petrol,216083,414,1,Yes
C-Class,2023,Global,Blue,Petrol,82202,414,1,Yes
GLA,2025,Global,Black,Hybrid,53672,243,1,Yes
GLE,2020,Global,Green,Petrol,133952,541,1,Yes
GLB,2021,Global,Silver,Petrol,38767,207,1,Yes
GLE,2022,Global,Black,Petrol,123550,301,1,Yes
GLA,2023,Global,Grey,Petrol,82481,232,1,No
C-Class,2025,Global,Silver,Hybrid,70525,271,1,Yes
A-Class,2025,Global,Red,Electric,88907,356,1,Yes
A-Class,2021,Global,Grey,Petrol,80810,197,1,Yes
E-Class,2023,Global,Grey,Petrol,59509,399,1,Yes
GLE,2025,Global,Brown,Hybrid,88350,405,1,Yes
GLC,2023,Global,Silver,Petrol,111408,318,1,Yes
GLC,2023,Global,Red,Diesel,72758,268,1,No
G-Class,2021,Global,White,Diesel,360127,442,1,Yes
E-Class,2024,Global,Black,Petrol,65567,217,1,No
C-Class,2023,Global,Black,Petrol,92134,346,1,Yes
GLC,2023,Global,Black,Electric,110222,426,1,Yes
GLE,2022,Global,Red,Petrol,103969,283,1,Yes
GLC,2024,Global,White,Diesel,148886,376,1,Yes
C-Class,2021,Global,Brown,Diesel,46315,467,1,No
GLC,2021,Global,White,Petrol,80456,310,1,Yes
GLA,2023,Global,Grey,Petrol,74048,260,1,Yes
GLC,2023,Global,Black,Electric,134037,217,1,No
GLB,2023,Global,Black,Petrol,80268,217,1,Yes
GLC,2025,Global,Black,Hybrid,164054,398,1,No
C-Class,2022,Global,Blue,Diesel,57807,236,1,Yes
A-Class,2020,Global,Black,Diesel,68238,354,1,Yes
GLE,2024,Global,Black,Hybrid,134011,320,1,Yes
GLA,2024,Global,Black,Hybrid,87911,342,1,Yes
GLB,2024,Global,Black,Hybrid,99123,203,1,Yes
S-Class,2024,Global,Grey,Hybrid,313748,771,1,Yes
GLC,2023,Global,White,Hybrid,119172,290,1,No
GLC,2020,Global,Grey,Petrol,148547,467,1,Yes
GLC,2020,Global,Red,Petrol,63964,435,1,Yes
CLA,2021,Global,White,Petrol,47941,242,1,Yes
A-Class,2025,Global,White,Petrol,75504,375,1,Yes
GLC,2021,Global,Silver,Petrol,88107,381,1,Yes
C-Class,2020,Global,Grey,Diesel,61711,436,1,Yes
GLA,2024,Global,Blue,Diesel,93476,266,1,Yes
GLS,2022,Global,White,Hybrid,211572,379,1,Yes
GLE,2022,Global,White,Petrol,66614,346,1,Yes
A-Class,2021,Global,Black,Petrol,77267,176,1,Yes
S-Class,2023,Global,Black,Electric,235439,596,1,No
A-Class,2023,Global,Orange,Petrol,82070,232,1,Yes
GLC,2020,Global,Red,Diesel,143549,499,1,Yes
GLA,2023,Global,Grey,Petrol,89531,230,1,Yes
GLE,2021,Global,Black,Petrol,112144,494,1,Yes
AMG C 63,2025,Global,White,Petrol,270904,509,1,Yes
GLE,2021,Global,White,Petrol,73915,363,1,Yes
GLC,2020,Global,Silver,Petrol,114007,300,1,Yes
GLE,2020,Global,Black,Petrol,88679,555,1,Yes
GLA,2021,Global,White,Petrol,71345,340,1,Yes
S-Class,2023,Global,White,Electric,144509,653,1,Yes
GLC,2021,Global,Black,Petrol,116578,386,1,Yes
A-Class,2021,Global,White,Hybrid,43509,395,1,Yes
C-Class,2025,Global,Silver,Hybrid,56287,376,1,Yes
S-Class,2024,Global,Black,Hybrid,231934,731,1,Yes
CLA,2021,Global,Silver,Petrol,81505,363,1,Yes
E-Class,2022,Global,Black,Petrol,68485,279,1,Yes
GLC,2020,Global,Blue,Diesel,75348,325,1,Yes
E-Class,2022,Global,Blue,Petrol,74238,432,1,Yes
GLC,2025,Global,White,Hybrid,174474,217,1,Yes
GLC,2021,Global,Black,Petrol,74728,239,1,Yes
GLC,2025,Global,Grey,Hybrid,122866,223,1,Yes
GLB,2024,Global,Black,Petrol,96686,261,1,Yes
E-Class,2021,Global,White,Diesel,62000,360,1,Yes
A-Class,2024,Global,Red,Electric,74526,260,1,No
A-Class,2025,Global,Red,Electric,82079,222,1,Yes
GLC,2024,Global,Silver,Hybrid,126187,220,1,Yes
GLC,2021,Global,Grey,Petrol,137723,370,1,Yes
S-Class,2025,Global,White,Electric,299227,564,1,No
GLE,2023,Global,Black,Petrol,88095,455,1,Yes
C-Class,2022,Global,White,Hybrid,92644,231,1,Yes
GLC,2020,Global,White,Diesel,68040,467,1,Yes
C-Class,2024,Global,Silver,Hybrid,77004,284,1,Yes
GLA,2023,Global,Grey,Petrol,50247,226,1,No
GLA,2023,Global,Yellow,Electric,98848,355,1,Yes
GLE,2024,Global,Blue,Hybrid,107286,482,1,Yes
E-Class,2022,Global,Red,Diesel,67405,437,1,Yes
S-Class,2021,Global,Brown,Diesel,348036,796,1,Yes
GLE,2021,Global,White,Diesel,121305,564,1,Yes
GLC,2022,Global,Red,Hybrid,148724,407,1,Yes
GLA,2021,Global,Black,Diesel,82677,328,1,No
E-Class,2022,Global,Brown,Petrol,39004,433,1,Yes
GLA,2021,Global,Black,Petrol,88031,245,1,No
C-Class,2020,Global,Black,Petrol,76972,281,1,No
AMG A 45,2020,Global,Black,Diesel,190796,395,1,Yes
CLA,2025,Global,Grey,Hybrid,62983,410,1,No
E-Class,2021,Global,Black,Diesel,91688,397,1,Yes
GLC,2023,Global,Black,Hybrid,82542,456,1,Yes
CLA,2021,Global,Yellow,Petrol,55977,407,1,No
C-Class,2024,Global,White,Electric,101111,309,1,Yes
GLE,2022,Global,White,Petrol,107743,324,1,Yes
A-Class,2022,Global,Yellow,Electric,42468,165,1,Yes
GLE,2023,Global,White,Diesel,71370,375,1,No
GLB,2021,Global,Green,Hybrid,68526,351,1,Yes
E-Class,2020,Global,Silver,Diesel,36446,291,1,Yes
GLA,2025,Global,Black,Electric,89463,419,1,Yes
E-Class,2023,Global,White,Petrol,87223,439,1,Yes
GLC,2020,Global,White,Petrol,80843,201,1,Yes
S-Class,2025,Global,Black,Hybrid,224057,748,1,Yes
GLS,2025,Global,Silver,Electric,408904,371,1,Yes
GLE,2020,Global,Blue,Petrol,121416,447,1,Yes
A-Class,2022,Global,White,Petrol,69885,334,1,Yes
C-Class,2025,Global,Brown,Electric,53812,326,1,Yes
G-Class,2025,Global,Yellow,Electric,288155,537,1,Yes
C-Class,2024,Global,Red,Hybrid,42582,470,1,No
A-Class,2025,Global,Blue,Diesel,105364,185,1,Yes
S-Class,2021,Global,Black,Diesel,282093,623,1,Yes
E-Class,2022,Global,Blue,Petrol,71918,489,1,Yes
GLC,2022,Global,Red,Diesel,79980,363,1,Yes
E-Class,2025,Global,White,Hybrid,53023,338,1,Yes
A-Class,2025,Global,White,Hybrid,83064,253,1,Yes
GLE,2022,Global,Silver,Petrol,69735,353,1,No
GLC,2023,Global,Silver,Hybrid,164991,355,1,No
GLE,2023,Global,Silver,Electric,113872,354,1,No
A-Class,2023,Global,Yellow,Hybrid,88400,400,1,Yes
CLA,2024,Global,Silver,Diesel,73117,217,1,Yes
C-Class,2023,Global,White,Hybrid,44886,289,1,Yes
GLC,2021,Global,Red,Petrol,129874,431,1,Yes
GLC,2024,Global,Black,Petrol,72122,415,1,Yes
GLA,2021,Global,Black,Diesel,79659,290,1,Yes
GLE,2022,Global,Yellow,Petrol,137536,574,1,Yes
GLC,2022,Global,Black,Petrol,131381,410,1,Yes
GLA,2022,Global,White,Hybrid,90927,287,1,Yes
AMG E 63,2025,Global,Silver,Electric,312473,577,1,Yes
C-Class,2024,Global,Blue,Hybrid,49002,211,1,No
C-Class,2023,Global,Black,Hybrid,83164,277,1,Yes
GLB,2024,Global,White,Petrol,98180,258,1,Yes
C-Class,2023,Global,Black,Petrol,43022,380,1,Yes
GLC,2024,Global,Blue,Petrol,126176,373,1,Yes
E-Class,2021,Global,White,Petrol,84985,447,1,Yes
GLE,2024,Global,Grey,Hybrid,97890,350,1,Yes
C-Class,2023,Global,Silver,Petrol,95193,499,1,Yes
C-Class,2021,Global,White,Diesel,44847,339,1,Yes
GLC,2021,Global,Blue,Petrol,149531,367,1,Yes
C-Class,2021,Global,Grey,Diesel,92184,228,1,Yes
C-Class,2022,Global,Black,Petrol,40228,471,1,Yes
GLE,2021,Global,Blue,Petrol,81032,558,1,No
GLC,2022,Global,Black,Petrol,117340,410,1,Yes
S-Class,2022,Global,White,Petrol,221330,650,1,No
GLC,2021,Global,Black,Electric,98447,255,1,No
GLE,2022,Global,White,Petrol,134321,304,1,Yes
GLC,2020,Global,Black,Petrol,108743,361,1,Yes
C-Class,2025,Global,Silver,Electric,45299,291,1,Yes
A-Class,2023,Global,Blue,Diesel,50900,155,1,Yes
S-Class,2021,Global,Silver,Diesel,179747,453,1,Yes
GLC,2022,Global,Blue,Petrol,144765,476,1,No
GLC,2020,Global,Grey,Diesel,70694,405,1,No
GLE,2025,Global,Black,Diesel,106195,524,1,No
GLE,2023,Global,Black,Diesel,95453,466,1,Yes
E-Class,2022,Global,Black,Hybrid,72696,553,1,Yes
A-Class,2020,Global,White,Petrol,77922,221,1,No
E-Class,2022,Global,Blue,Petrol,83341,275,1,Yes
GLA,2022,Global,Grey,Hybrid,44875,207,1,Yes
GLC,2022,Global,White,Hybrid,150505,278,1,Yes
A-Class,2023,Global,Silver,Diesel,55047,338,1,Yes
A-Class,2022,Global,Silver,Petrol,43179,295,1,No
GLA,2023,Global,White,Hybrid,71018,217,1,Yes
C-Class,2020,Global,Yellow,Petrol,47557,468,1,Yes
S-Class,2022,Global,Black,Diesel,277934,536,1,Yes
E-Class,2025,Global,Black,Petrol,64484,529,1,Yes
GLA,2020,Global,Grey,Petrol,79364,413,1,Yes
A-Class,2023,Global,White,Petrol,64515,234,1,No
GLB,2021,Global,Black,Hybrid,48331,288,1,Yes
A-Class,2023,Global,Grey,Hybrid,81764,220,1,No
GLA,2023,Global,Black,Diesel,74949,206,1,Yes
C-Class,2021,Global,Silver,Diesel,47989,411,1,Yes
A-Class,2023,Global,Black,Hybrid,61789,392,1,Yes
GLB,2021,Global,Silver,Petrol,73872,162,1,Yes
GLC,2021,Global,Red,Hybrid,81896,322,1,Yes
CLA,2022,Global,Black,Diesel,51022,286,1,Yes
GLA,2020,Global,Silver,Diesel,89266,283,1,No
GLC,2025,Global,Green,Petrol,82428,372,1,Yes
GLA,2021,Global,Black,Diesel,87914,196,1,Yes
GLS,2021,Global,White,Diesel,164455,502,1,Yes
E-Class,2021,Global,Black,Diesel,39657,360,1,Yes
GLA,2021,Global,Black,Petrol,59289,282,1,No
E-Class,2021,Global,Silver,Diesel,39364,601,1,Yes
AMG C 63,2022,Global,Red,Diesel,138236,503,1,Yes
C-Class,2021,Global,Grey,Diesel,73376,244,1,No
CLA,2025,Global,Grey,Hybrid,46239,319,1,Yes
C-Class,2022,Global,Grey,Petrol,49815,495,1,Yes
A-Class,2020,Global,Brown,Petrol,50044,354,1,Yes
GLC,2023,Global,Green,Hybrid,114132,310,1,Yes
GLC,2022,Global,Grey,Petrol,74119,454,1,Yes
CLA,2025,Global,White,Electric,105734,200,1,Yes
G-Class,2022,Global,White,Petrol,189177,423,1,Yes
GLB,2024,Global,Black,Petrol,82129,386,1,Yes
AMG A 45,2024,Global,Black,Electric,169500,391,1,Yes
GLE,2021,Global,Black,Petrol,154624,430,1,Yes
S-Class,2022,Global,Blue,Diesel,298980,720,1,Yes
C-Class,2025,Global,Grey,Hybrid,99187,234,1,Yes
GLC,2024,Global,Black,Diesel,81845,499,1,Yes
GLC,2023,Global,Black,Electric,107677,286,1,Yes
GLB,2021,Global,Silver,Hybrid,83930,275,1,Yes
E-Class,2025,Global,Black,Petrol,54495,438,1,Yes
GLC,2025,Global,Brown,Petrol,171295,281,1,Yes
A-Class,2025,Global,Black,Hybrid,93830,323,1,Yes
CLA,2024,Global,Black,Petrol,96092,258,1,No
GLA,2021,Global,Red,Petrol,76356,249,1,Yes
GLE,2022,Global,Black,Petrol,114866,293,1,Yes
E-Class,2023,Global,White,Diesel,52943,503,1,Yes
GLC,2020,Global,White,Petrol,96274,400,1,No
A-Class,2023,Global,Silver,Hybrid,58865,284,1,Yes
C-Class,2023,Global,White,Electric,42984,441,1,Yes
A-Class,2022,Global,White,Petrol,94497,235,1,Yes
GLE,2024,Global,Black,Hybrid,150136,586,1,Yes
E-Class,2023,Global,Grey,Electric,86930,367,1,Yes
GLS,2021,Global,Red,Petrol,155041,387,1,Yes
GLC,2025,Global,Black,Electric,96918,452,1,Yes
CLA,2021,Global,White,Petrol,43519,390,1,Yes
E-Class,2022,Global,Silver,Petrol,95305,364,1,Yes
E-Class,2021,Global,Black,Petrol,57921,490,1,Yes
CLS,2024,Global,Blue,Hybrid,62473,432,1,Yes
C-Class,2023,Global,Black,Petrol,48999,232,1,Yes
C-Class,2025,Global,Silver,Hybrid,76087,227,1,Yes
CLA,2023,Global,White,Hybrid,78053,290,1,Yes
GLB,2022,Global,White,Petrol,58842,320,1,Yes
GLA,2023,Global,Silver,Electric,96956,320,1,Yes
E-Class,2024,Global,Black,Hybrid,81494,223,1,Yes
E-Class,2022,Global,Black,Hybrid,61368,413,1,No
C-Class,2024,Global,Silver,Petrol,46700,381,1,No
GLA,2020,Global,Black,Diesel,58403,190,1,Yes
E-Class,2025,Global,Silver,Hybrid,41517,389,1,Yes
GLB,2024,Global,White,Petrol,101908,356,1,No
GLE,2022,Global,Black,Petrol,131259,594,1,Yes
A-Class,2023,Global,White,Petrol,92778,159,1,Yes
E-Class,2021,Global,Blue,Petrol,64783,241,1,Yes
C-Class,2022,Global,Brown,Petrol,67298,280,1,No
GLC,2024,Global,Yellow,Petrol,152826,380,1,Yes
C-Class,2023,Global,White,Hybrid,93393,247,1,No
C-Class,2023,Global,Black,Petrol,46400,389,1,Yes
GLE,2020,Global,White,Diesel,70251,376,1,Yes
A-Class,2023,Global,Silver,Hybrid,62539,224,1,Yes
GLE,2023,Global,White,Hybrid,122820,611,1,Yes
GLA,2020,Global,Black,Petrol,54722,406,1,Yes
GLA,2022,Global,Grey,Petrol,55311,396,1,Yes
GLC,2023,Global,Red,Diesel,89106,265,1,Yes
A-Class,2022,Global,White,Diesel,44560,310,1,Yes
E-Class,2023,Global,Black,Petrol,85428,229,1,Yes
GLC,2024,Global,Grey,Hybrid,113328,289,1,No
C-Class,2025,Global,Silver,Hybrid,80521,228,1,No
GLC,2020,Global,Silver,Petrol,130544,420,1,Yes
GLC,2022,Global,Yellow,Petrol,83467,270,1,Yes
C-Class,2024,Global,Silver,Diesel,86820,387,1,Yes
GLS,2021,Global,Green,Petrol,254131,365,1,Yes
GLC,2025,Global,Grey,Petrol,155047,367,1,No
AMG A 45,2021,Global,Blue,Petrol,151307,405,1,Yes
C-Class,2023,Global,Black,Hybrid,66795,206,1,Yes
GLE,2024,Global,Orange,Diesel,108934,366,1,No
GLC,2020,Global,Silver,Diesel,120584,337,1,No
GLB,2024,Global,White,Electric,76494,381,1,Yes
GLC,2023,Global,Silver,Petrol,112953,217,1,Yes
GLA,2025,Global,Black,Petrol,84114,257,1,Yes
GLC,2023,Global,White,Petrol,121586,314,1,Yes
GLA,2025,Global,Blue,Diesel,98211,337,1,Yes
A-Class,2022,Global,Red,Diesel,92869,399,1,Yes
CLA,2025,Global,Grey,Electric,57808,274,1,Yes
A-Class,2024,Global,Blue,Petrol,72354,198,1,Yes
A-Class,2021,Global,Green,Diesel,62565,338,1,Yes
C-Class,2025,Global,Blue,Hybrid,45237,413,1,Yes
A-Class,2023,Global,Green,Petrol,41304,285,1,Yes
GLE,2020,Global,Red,Petrol,96224,374,1,No
C-Class,2025,Global,Red,Electric,66395,301,1,Yes
GLA,2023,Global,Silver,Petrol,74847,179,1,Yes
GLC,2022,Global,Black,Petrol,142902,301,1,Yes
GLB,2025,Global,Grey,Hybrid,53073,305,1,No
GLE,2024,Global,Black,Electric,84068,260,1,Yes
GLA,2024,Global,Red,Petrol,59101,297,1,Yes
GLB,2022,Global,Green,Hybrid,42803,232,1,No
GLB,2023,Global,Black,Electric,67389,254,1,No
GLC,2025,Global,Grey,Hybrid,138007,256,1,Yes
GLC,2024,Global,Red,Diesel,108187,313,1,Yes
E-Class,2020,Global,Black,Diesel,46188,229,1,Yes
GLA,2022,Global,White,Electric,88148,419,1,Yes
C-Class,2020,Global,Orange,Diesel,64671,465,1,Yes
CLA,2023,Global,Yellow,Hybrid,55340,342,1,Yes
E-Class,2024,Global,Black,Electric,54253,464,1,No
GLB,2023,Global,Blue,Petrol,67850,392,1,Yes
GLB,2020,Global,Grey,Diesel,87578,404,1,Yes
S-Class,2021,Global,Green,Petrol,341240,740,1,Yes
E-Class,2020,Global,Silver,Diesel,82179,405,1,No
E-Class,2022,Global,Yellow,Hybrid,43910,543,1,Yes
GLC,2025,Global,Brown,Petrol,104949,306,1,Yes
CLS,2022,Global,Black,Electric,73907,443,1,No
C-Class,2022,Global,Black,Diesel,44441,251,1,Yes
GLC,2021,Global,Brown,Diesel,63836,373,1,No
S-Class,2025,Global,Grey,Hybrid,158885,536,1,Yes
A-Class,2023,Global,Grey,Electric,96084,230,1,Yes
GLB,2025,Global,White,Electric,51172,161,1,Yes
GLC,2020,Global,Grey,Petrol,96557,222,1,Yes
E-Class,2023,Global,Red,Petrol,68943,459,1,No
E-Class,2022,Global,White,Petrol,56978,395,1,No
GLA,2020,Global,Black,Diesel,50559,372,1,Yes
GLS,2024,Global,White,Petrol,170270,510,1,Yes
GLE,2023,Global,Silver,Diesel,149794,442,1,Yes
GLS,2025,Global,Black,Petrol,403909,500,1,No
GLE,2023,Global,Silver,Petrol,95026,588,1,Yes
GLC,2024,Global,Black,Diesel,76366,319,1,Yes
A-Class,2021,Global,Silver,Diesel,64310,286,1,Yes
C-Class,2025,Global,Red,Hybrid,79943,453,1,Yes
AMG A 45,2020,Global,Black,Petrol,202308,418,1,Yes
GLC,2025,Global,Brown,Hybrid,163646,509,1,Yes
AMG E 63,2021,Global,Blue,Petrol,251536,578,1,Yes
S-Class,2025,Global,Black,Petrol,316359,763,1,Yes
C-Class,2025,Global,Grey,Hybrid,59514,502,1,Yes
GLA,2023,Global,White,Petrol,60484,323,1,Yes
S-Class,2025,Global,Grey,Hybrid,373584,388,1,Yes
E-Class,2020,Global,Grey,Petrol,60597,384,1,Yes
S-Class,2024,Global,White,Petrol,340383,757,1,Yes
GLA,2023,Global,White,Electric,73664,226,1,Yes
E-Class,2023,Global,White,Petrol,50721,291,1,Yes
GLS,2024,Global,White,Hybrid,261774,379,1,Yes
GLE,2023,Global,White,Petrol,154481,577,1,Yes
GLA,2021,Global,Black,Petrol,39144,380,1,Yes
C-Class,2022,Global,Silver,Diesel,38167,257,1,Yes
C-Class,2023,Global,Silver,Hybrid,43592,331,1,Yes
GLC,2021,Global,Blue,Petrol,106627,397,1,Yes
GLC,2024,Global,Brown,Hybrid,94030,503,1,Yes
GLB,2021,Global,White,Diesel,49587,239,1,Yes
GLB,2021,Global,Black,Diesel,86142,203,1,No
GLC,2020,Global,Grey,Diesel,133538,242,1,Yes
A-Class,2024,Global,Yellow,Hybrid,78689,353,1,Yes
C-Class,2025,Global,Blue,Electric,76241,344,1,Yes
GLB,2025,Global,White,Hybrid,52738,196,1,Yes
GLA,2022,Global,Black,Hybrid,74775,340,1,Yes
GLE,2022,Global,Red,Hybrid,134689,486,1,Yes
C-Class,2023,Global,Black,Petrol,76727,438,1,Yes
C-Class,2024,Global,White,Diesel,63536,398,1,Yes
GLS,2023,Global,Grey,Petrol,261805,410,1,Yes
GLA,2023,Global,White,Diesel,45451,413,1,Yes
GLC,2024,Global,Grey,Electric,102929,274,1,No
GLE,2021,Global,Black,Diesel,107970,544,1,Yes
GLA,2021,Global,White,Petrol,75400,222,1,Yes
A-Class,2020,Global,Black,Petrol,55233,295,1,Yes
GLS,2021,Global,Black,Diesel,338084,466,1,Yes
AMG C 63,2023,Global,Black,Petrol,261427,477,1,Yes
E-Class,2021,Global,Blue,Petrol,53793,304,1,Yes
A-Class,2022,Global,Grey,Hybrid,61420,420,1,Yes
GLC,2025,Global,Black,Electric,106927,245,1,Yes
A-Class,2021,Global,White,Petrol,61090,174,1,Yes
GLC,2023,Global,White,Petrol,140280,456,1,Yes
A-Class,2022,Global,Black,Hybrid,52814,338,1,Yes
AMG E 63,2022,Global,Black,Petrol,269587,590,1,Yes
GLB,2021,Global,Black,Petrol,44370,240,1,Yes
AMG GT,2021,Global,Black,Petrol,337165,476,1,Yes
A-Class,2020,Global,Grey,Diesel,81415,231,1,Yes
GLE,2024,Global,Red,Hybrid,151007,396,1,Yes
GLS,2023,Global,Black,Hybrid,153638,415,1,No
CLA,2025,Global,White,Electric,99467,387,1,Yes
CLA,2025,Global,Silver,Petrol,105217,328,1,Yes
GLC,2024,Global,Silver,Hybrid,100057,331,1,Yes
GLC,2021,Global,White,Petrol,128956,464,1,Yes
C-Class,2025,Global,Black,Diesel,58889,348,1,Yes
C-Class,2021,Global,Red,Petrol,83065,498,1,Yes
